"id","cnt"
366,1238.83435058594
367,1726.43212890625
368,1616.17639160156
369,2106.7216796875
370,2594.71533203125
371,2197.88061523438
372,2321.84936523438
373,1340.17810058594
374,1696.47583007812
375,1868.91906738281
376,2199.92431640625
377,1948.48010253906
378,2036.44592285156
379,1836.58679199219
380,1140.17590332031
381,1676.30871582031
382,1514.45874023438
383,2015.17150878906
384,2128.07275390625
385,2063.24975585938
386,1705.53491210938
387,893.818725585938
388,1453.09997558594
389,2140.27319335938
390,2290.24951171875
391,2548.40576171875
392,1666.87109375
393,2434.01635742188
394,1481.66540527344
395,2002.58801269531
396,2235.64794921875
397,3796.59301757812
398,2141.57006835938
399,2335.95678710938
400,2067.79663085938
401,1212.68041992188
402,2043.10498046875
403,1894.80224609375
404,2630.66015625
405,2055.91821289062
406,2649.39306640625
407,2003.63342285156
408,919.054260253906
409,1728.08349609375
410,1826.31335449219
411,2266.78588867188
412,2691.92846679688
413,2333.29028320312
414,2254.67260742188
415,1451.91552734375
416,1955.28186035156
417,1930.11950683594
418,2459.03051757812
419,2603.96826171875
420,2120.65161132812
421,1999.22204589844
422,1428.6962890625
423,1905.33752441406
424,2022.88293457031
425,2160.19580078125
426,4089.21533203125
427,2261.97900390625
428,2365.8642578125
429,1186.67590332031
430,1740.98620605469
431,1822.76635742188
432,2233.57885742188
433,3348.189453125
434,2227.67651367188
435,2233.57373046875
436,1477.73449707031
437,3278.71923828125
438,3875.52856445312
439,4132.40625
440,4008.22802734375
441,2270.15356445312
442,3535.4169921875
443,2984.21899414062
444,3105.35986328125
445,3275.21215820312
446,3482.43432617188
447,3504.90576171875
448,3496.95458984375
449,2830.74682617188
450,1515.220703125
451,1971.04248046875
452,1935.13024902344
453,4208.35546875
454,4237.49169921875
455,2159.912109375
456,1999.13391113281
457,1637.52612304688
458,2080.60327148438
459,3631.08276367188
460,4428.94091796875
461,2823.96069335938
462,2533.62353515625
463,2812.52221679688
464,3631.70532226562
465,3574.84301757812
466,2514.91943359375
467,2354.77172851562
468,2450.95166015625
469,2780.85571289062
470,4319.0703125
471,3700.57153320312
472,3413.04833984375
473,4122.99169921875
474,3579.01831054688
475,4103.2138671875
476,3688.46655273438
477,3985.43090820312
478,874.797058105469
479,1519.26098632812
480,2285.66943359375
481,4299.22900390625
482,3210.74340820312
483,2590.22265625
484,2671.8818359375
485,2073.42651367188
486,3148.52319335938
487,3269.13598632812
488,3527.97534179688
489,3230.99560546875
490,3747.45629882812
491,3841.31469726562
492,3378.08520507812
493,3102.92504882812
494,3145.04174804688
495,3242.94458007812
496,4081.50903320312
497,4525.435546875
498,4537.33935546875
499,3500.95263671875
500,3037.5859375
501,3111.9599609375
502,3565.85571289062
503,4001.78100585938
504,4313.89697265625
505,4436.5703125
506,3491.46020507812
507,2976.93920898438
508,3314.08642578125
509,3438.00634765625
510,3696.26025390625
511,3702.67797851562
512,3796.02075195312
513,3161.54150390625
514,3347.119140625
515,3209.84301757812
516,3678.27368164062
517,4527.9931640625
518,3467.64599609375
519,4215.92138671875
520,3869.82348632812
521,3802.98706054688
522,3734.26391601562
523,4332.18701171875
524,4129.74462890625
525,4557.60107421875
526,4321.86328125
527,3775.28076171875
528,3697.24169921875
529,3094.2646484375
530,4207.333984375
531,4217.6474609375
532,4276.11328125
533,4634.462890625
534,3440.50952148438
535,3098.1865234375
536,3448.84155273438
537,3651.78466796875
538,3629.22900390625
539,3604.2373046875
540,4214.92138671875
541,3810.65649414062
542,3698.51806640625
543,4081.09350585938
544,4463.494140625
545,4085.30322265625
546,3699.70092773438
547,3855.76318359375
548,3324.79907226562
549,3661.96630859375
550,3857.57397460938
551,3285.53662109375
552,3667.93212890625
553,3653.07397460938
554,3462.45874023438
555,3365.6435546875
556,3612.59838867188
557,3337.38598632812
558,3804.69702148438
559,4002.99853515625
560,4558.02783203125
561,3679.64135742188
562,2950.04858398438
563,3060.64404296875
564,3549.02416992188
565,3581.13891601562
566,3577.46704101562
567,3103.56811523438
568,2309.77075195312
569,3351.36694335938
570,2870.63330078125
571,2984.46948242188
572,4240.0380859375
573,3425.01391601562
574,3591.19482421875
575,4033.36254882812
576,3521.74047851562
577,2847.51342773438
578,3256.32495117188
579,3826.15625
580,3449.85205078125
581,3543.55834960938
582,3578.18896484375
583,2765.92114257812
584,3212.34326171875
585,3006.64111328125
586,3610.59497070312
587,3675.68286132812
588,3486.91088867188
589,3613.2705078125
590,3707.23022460938
591,3657.1708984375
592,3248.85766601562
593,3795.10571289062
594,4001.6943359375
595,3945.1025390625
596,4500.02783203125
597,3327.06005859375
598,3224.42236328125
599,4125.447265625
600,4383.05859375
601,4033.00366210938
602,4236.39794921875
603,3543.72900390625
604,3103.4375
605,3180.85278320312
606,3569.37573242188
607,4000.95922851562
608,4238.59765625
609,3647.96240234375
610,3955.24853515625
611,3571.48461914062
612,2745.58715820312
613,3261.74047851562
614,3289.0947265625
615,3170.7021484375
616,3523.1748046875
617,3242.33569335938
618,3590.68481445312
619,3679.70776367188
620,3776.67333984375
621,4162.52685546875
622,4137.08935546875
623,4024.57397460938
624,4495.6875
625,3591.39453125
626,3140.82983398438
627,2789.01708984375
628,4154.85888671875
629,3910.6923828125
630,3496.09814453125
631,4284.58203125
632,3881.00561523438
633,3823.96875
634,3783.16333007812
635,4069.25146484375
636,3588.06005859375
637,3521.6435546875
638,4292.92333984375
639,3502.10693359375
640,3573.10278320312
641,2177.50659179688
642,3825.54736328125
643,3579.05932617188
644,4057.0869140625
645,3556.20825195312
646,1371.27966308594
647,1504.82861328125
648,1657.06372070312
649,4033.83251953125
650,2698.34692382812
651,2848.515625
652,2433.8369140625
653,3413.81420898438
654,3084.52319335938
655,3336.91821289062
656,2532.755859375
657,3375.61840820312
658,3268.94848632812
659,4330.9716796875
660,3148.31323242188
661,3993.0673828125
662,3640.3046875
663,4302.57958984375
664,3201.56030273438
665,3279.19482421875
666,3501.69555664062
667,2397.01049804688
668,979.698486328125
669,1532.41247558594
670,2174.31494140625
671,2194.63720703125
672,2316.8193359375
673,2350.04638671875
674,1239.10852050781
675,1873.83471679688
676,1967.29760742188
677,2210.50830078125
678,2219.02270507812
679,2434.11596679688
680,2384.7265625
681,2046.3505859375
682,3029.75341796875
683,1653.24401855469
684,2252.94262695312
685,2320.40551757812
686,2230.0625
687,2268.73120117188
688,1369.61865234375
689,1934.47387695312
690,2111.29565429688
691,2708.58715820312
692,2278.2509765625
693,2217.59936523438
694,1984.26477050781
695,1135.52917480469
696,2206.58129882812
697,1680.47412109375
698,2361.78662109375
699,2569.34155273438
700,2535.26684570312
701,2084.376953125
702,1753.11828613281
703,2279.12841796875
704,3226.05517578125
705,2740.21215820312
706,2103.9072265625
707,2708.58837890625
708,2054.39379882812
709,1942.47729492188
710,1632.30053710938
711,1829.30017089844
712,2368.42700195312
713,2346.67626953125
714,2655.34814453125
715,2611.63623046875
716,1669.64624023438
717,1726.19116210938
718,1983.30334472656
719,2340.5302734375
720,2772.30078125
721,2145.24731445312
722,1967.69921875
723,1624.30029296875
724,1969.73327636719
725,1836.48681640625
726,1793.22888183594
727,1955.72192382812
728,2151.22143554688
729,2424.14526367188
730,1014.97058105469
731,1767.78625488281
