"id","cnt"
366,1484.27685546875
367,1651.83642578125
368,1650.26293945312
369,1665.14868164062
370,2662.3291015625
371,1900.70495605469
372,2249.57250976562
373,1797.83386230469
374,2159.40014648438
375,1551.96301269531
376,2402.56909179688
377,1814.55969238281
378,2009.14733886719
379,1499.25268554688
380,1570.23010253906
381,1525.6923828125
382,1876.61340332031
383,2099.27880859375
384,1873.41564941406
385,1646.59130859375
386,1469.419921875
387,1351.14892578125
388,1344.74133300781
389,2321.64404296875
390,1319.29699707031
391,2069.17211914062
392,2191.47705078125
393,2142.1591796875
394,1877.32275390625
395,1937.998046875
396,2486.55249023438
397,3404.78540039062
398,1985.267578125
399,2024.01550292969
400,2260.38793945312
401,1063.14343261719
402,1908.61706542969
403,1856.62036132812
404,2312.07641601562
405,1716.5087890625
406,2362.2880859375
407,915.041198730469
408,1592.75561523438
409,1595.73266601562
410,1897.03564453125
411,1905.03479003906
412,2383.26391601562
413,2192.75
414,1857.87805175781
415,1819.29895019531
416,1569.63513183594
417,2025.92883300781
418,2669.36108398438
419,2462.1533203125
420,2090.61865234375
421,1975.29626464844
422,1911.72912597656
423,2190.9169921875
424,1865.72326660156
425,1315.78442382812
426,3895.05200195312
427,1565.69250488281
428,2301.45263671875
429,2119.93432617188
430,1752.33728027344
431,1658.49975585938
432,2537.91235351562
433,3193.4052734375
434,2280.63549804688
435,1779.97448730469
436,1972.04858398438
437,3462.80517578125
438,4077.4638671875
439,4210.80126953125
440,3851.54174804688
441,3180.88208007812
442,4139.8466796875
443,3804.43286132812
444,3695.45727539062
445,3421.17651367188
446,3966.20849609375
447,3438.87890625
448,4646.7666015625
449,3516.44506835938
450,2638.97387695312
451,2935.64331054688
452,2658.0849609375
453,3957.60278320312
454,3819.2099609375
455,2915.7392578125
456,2560.4658203125
457,3159.826171875
458,2929.32763671875
459,3871.5576171875
460,4122.82275390625
461,3276.98266601562
462,3041.42138671875
463,3007.03466796875
464,3695.44750976562
465,3543.68627929688
466,3105.05444335938
467,2537.0751953125
468,3004.45654296875
469,3190.42163085938
470,3996.68798828125
471,3766.01025390625
472,3608.00244140625
473,4076.10766601562
474,3522.79223632812
475,3718.94506835938
476,3704.73974609375
477,3357.15185546875
478,821.456298828125
479,2134.740234375
480,3047.81469726562
481,3988.24633789062
482,3379.72705078125
483,3063.689453125
484,3171.21899414062
485,3063.50708007812
486,3805.560546875
487,3955.31323242188
488,3437.41333007812
489,3593.10107421875
490,3587.96850585938
491,3739.17333984375
492,4109.1025390625
493,3724.22436523438
494,3589.22143554688
495,3728.47412109375
496,3829.51782226562
497,4149.02490234375
498,4024.79614257812
499,3631.5966796875
500,3223.32446289062
501,3681.09594726562
502,3864.13940429688
503,3946.44067382812
504,4224.10595703125
505,4341.89599609375
506,3633.7900390625
507,3175.55200195312
508,4070.37646484375
509,4047.64184570312
510,3595.0859375
511,3806.91650390625
512,3747.37817382812
513,3468.69873046875
514,3485.62622070312
515,3421.7568359375
516,4139.6044921875
517,4182.7021484375
518,3402.6630859375
519,3904.8818359375
520,3864.79809570312
521,3754.0068359375
522,4219.0615234375
523,3822.08374023438
524,3971.87060546875
525,4295.64208984375
526,3861.47827148438
527,3875.21508789062
528,4037.04125976562
529,3346.56982421875
530,4059.96118164062
531,4031.15576171875
532,4059.89453125
533,4026.09155273438
534,3884.78173828125
535,3602.53369140625
536,3898.0263671875
537,3775.69677734375
538,3698.55078125
539,3655.65209960938
540,3403.4072265625
541,3799.9169921875
542,3579.7158203125
543,4006.1689453125
544,3986.06518554688
545,3797.46704101562
546,3384.1728515625
547,3616.30419921875
548,3525.19458007812
549,3722.3515625
550,3859.669921875
551,3666.59936523438
552,3413.123046875
553,3448.302734375
554,3194.50146484375
555,3370.10693359375
556,3955.81201171875
557,4028.64428710938
558,3855.59716796875
559,3878.99755859375
560,4430.8017578125
561,4261.0263671875
562,3509.87646484375
563,3282.42749023438
564,3655.40087890625
565,3657.12060546875
566,3626.04565429688
567,3265.8759765625
568,2162.95678710938
569,3841.35717773438
570,3561.82861328125
571,3438.12060546875
572,3928.6611328125
573,3607.40356445312
574,3709.8857421875
575,3685.275390625
576,3680.876953125
577,3022.75170898438
578,3707.54223632812
579,3706.08251953125
580,3553.38525390625
581,3557.91235351562
582,3555.19995117188
583,3452.93188476562
584,3933.17358398438
585,3906.95068359375
586,3965.8740234375
587,3641.71948242188
588,3514.77661132812
